restaurant,section,item,price,description,location,contact,hours
Paakashala – Kanakapura Road,General,KULCHA,,"A delightful variation of naan, featuring all-purpose flour, yogurt, and baking powder for a lighter texture.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BUTTER ROTI,,Our traditional roti generously brushed with clarified butter (ghee) for a rich and flavourful experience.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GARLIC NAAN,,"Naan infused with minced garlic, offering a savory and aromatic twist to your dining experience.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG FRIED RICE,,"A blend of jasmine rice, colourful mixed vegetables, scrambled tofu, and a dash of soy sauce, wok-tossed to perfection.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG NOODLES,,Thin eggless noodles stir-fried with an assortment of crisp vegetables and seasoned with a light soy-based sauce.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PANEER NOODLES,,"Soft paneer chunks mingling with eggless noodles, crisp vegetables, and a subtle blend of spices.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MUSHROOM FRIED RICE,,"Fragrant jasmine rice stir-fried with plump mushrooms, vibrant vegetables, and a touch of soy sauce, creating a savory and satisfying dish.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG SCHEZWAN NOODLES,,"Eggless noodles bathed in a bold Schezwan sauce, combined with a medley of vegetables.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SAMOSA,,"Triangular pastry pockets filled with spiced potatoes, peas, and Indian spices, deep-fried until golden brown.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,DAHI PURI,,"Hollow puris filled with spiced potatoes, chickpeas, and topped with yogurt, tamarind chutney, and sev.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CHEESE MASALA PAV,,"Mixed vegetables cooked in a flavorful spice blend, served with buttered buns and topped with melted cheese.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PAPADI CHAAT,,"Crispy papadis topped with potatoes, chickpeas, yogurt, and various chutneys.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SEV PURI,,"Flat puris topped with spiced mashed potatoes, onions, sev, and chutneys.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PANEER PAV,,"Mixed vegetables with paneer (Indian cottage cheese), served with buttered buns and garnished with cilantro.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PAANI PURI,,"Hollow puris filled with a mixture of flavoured water, tamarind chutney, potatoes, and chickpeas.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SEV BATATA PURI,,"Crisp puris filled with spiced potatoes, topped with sev (thin gram flour noodles), and various chutneys.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,DAHI BALLA,,Soft lentil dumplings soaked in yogurt and topped with tamarind chutney and spices.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,DAHI SAMOSA CHAAT,,"Crisp samosas topped with yogurt, chutneys, and spices for a delightful chaat experience.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GULAB JAMOON,,"Deep-fried milk dumplings soaked in sugar syrup, flavoured with cardamom and rose water, and topped with pistachios.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CARROT HALWA,,"Finely grated carrots cooked with ghee, milk, sugar, and cardamom, garnished with chopped nuts.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CHANDRAHARA,,"Flaky pastry made from ail-purpose flour, ghee, and a touch of sugar, deep-fried to golden perfection.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,HAL BAI,,"Creamy yogurt-based curry with fenugreek leaves, mustard seeds, and aromatic Indian spices.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,FRUIT MIXTURE,,Fresh seasonal fruits tossed in a light citrus dressing.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GULKAND ICE CREAM,,Rose petal-infused ice cream with the sweet touch of gulkand.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GUD BUD ICECREAM,,A unique treat featuring jaggery-infused ice cream with a hint of cardamom.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,FRUIT SALAD PLAIN,,A refreshing medley of seasonal fruits for a light and healthy option.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BANANA SPLIT ICE CREAM,,"A classic dessert with bananas, ice cream, and indulgent toppings.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,FALOODA,,"A rich and creamy dessert drink with layers of falooda noodles, basil seeds, and ice cream. Snacks & Thindi","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Punjab Grill,Main Plates,Dal Tadka,₹525,"Mixed trio of toor, moong, and masoor dal with onion & garlic tadka.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Dal Punjab Grill,₹595,Punjab Grill's signature silky and buttery slow cooked black lentils.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Punjab Grill Paneer1965,₹595,"Cottage cheese cooked in rich, buttery, and rustic tomato gravy.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Palak Chironji & Mushroom Tadka,₹595,Spinach and corn curry with chirongi and mushroom tadka on top.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Kadhai Paneer,₹595,Cottage cheese in spicy onion & capsicum gravy with coriander seeds.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Paneer Lababdar,₹595,Cottage cheese cooked in cheesy & creamy onion tomato gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Paneer Makhani,₹595,Punjab Grill's signature cottage cheese cooked in silky & creamy makhani gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Palak Paneer,₹595,Rustic spinach and cottage cheese curry tossed in garlic and onion tomato gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Kesar Malai Kofta,₹595,Soft nuts stuffed cottage cheese koftas in rich cashew and yoghurt gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Soya Do Pyaza,₹595,Succulent soya boti and shallots in thick & robust whole spice and onion gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Subziyaan De Millniyan,₹595,Seasonal vegetables sautéed to perfection and oozing of flavours,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,"Kasundi, Mirch Te Adrakh De Aloo",₹595,"Baby potatoes tossed in kasundi, green chili and ginger juliennes.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Dhingri Te Pyaz,₹595,Subtly spiced stir fried mushroom with cabbage and spring onions.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Pyaaz Wali Bhindi,₹595,Stir fried medium spiced okra in tomato and onion masala.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Aloo Gobhi,₹595,Fried potatoes and cauliflower florets tossed in onion and tomato masala.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Pindi Chana Masala,₹595,"Chickpeas tossed in onions, tomato gravy along with carom seeds and in-house chana masala.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Main Plates,Malai Chenna Peda,₹595,Chenna sponge dumplings in malai & mustard gravy.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kulcha De Khahaniya - Ambarsari Kulcha,Classic Aloo Payaz Kulcha,₹375,"The simple flavours of roasted spices make the classic aloo-pyaz kulcha absolutely delightful, perfectly mirroring the Punjabi culture – simple and humble.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kulcha De Khahaniya - Ambarsari Kulcha,Banarasi Tamatar Kulcha,₹375,Perfectly encapsulating the flavor and richness of the celebrated 'Banarasi Tamatar Chaat' blended with exquisite bocconcini cheese in the stuffing of the kulcha. A flawless combination of diverse food cultures.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kulcha De Khahaniya - Ambarsari Kulcha,Malai Kulcha,₹375,"The profound love for cheese is the inspiration behind this alliance. The limited use of herbs and spices elevates the flavor and creaminess of cheese, utterly invigorating than a regular cheese kulcha.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kulcha De Khahaniya - Ambarsari Kulcha,Mutton Achaari Kulcha,₹395,"Achaar being an essential part of our food, slightly sweet and tangy along with earthy flavours of the achari masala, perfectly blends with soft mutton chunks and the texture of Kulcha","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kulcha De Khahaniya - Ambarsari Kulcha,Butter Chicken Kulcha,₹395,Bringing two iconic dishes that has been ruling the hearts of food epicures since decades. An unending affair of heavenly butter chicken and traditional kulcha.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Cucumber - Tomato Salad,₹225,"A perfect & refreshing medley of fresh and crunchy cucumbers, tomatoes, carrots, lime, and green chilies.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Masala Papad,₹225,"Crisp and light poppadom topped generously with spicy tomato, and onion mix with green coriander to add a splash of freshness.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Dahi Papdi Chaat,₹395,Potato and sweet curd topped flaky papdi with a smatter of mint and tamarind chutney.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Palak Patta Chaat,₹395,"Crispy fried spinach leaves, a tumble of onion, tomatoes & edamame, with a dash of mint and tamarind chutneys, covered with yoghurt foam.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Tamatar Shorba,₹295,Tangy tomato broth infused with local herbs.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Murgh Badami Shorba,₹325,Creamy chicken broth instilled with spices.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Street Fare & Shorba,Mutton Raan Shorba,₹345,Lamb broth spiced up with Indian spices.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tawa Soya Fillet,₹595,Pan seared soya fillet with red chili and curry leaf marinade.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Kasundi Broccoli / Malai Broccoli,₹595,Tandoori broccoli in kasundi / creamy marinade.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tandoori Chatpate Aloo,₹575,Spicy and tangy baby potatoes roasted in tandoor.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Khumb Peshawari,₹575,Mushrooms with spicy stuffing and shashlik roasted in tandoor.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Bhutteyan De Kebab,₹575,Deep-fried corn patties flavored with fennel.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Paneer Tikka Multani,₹595,Mildly spiced paneer tikkas with mint stuffing.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Nadru Galouti Kebab,₹595,Smoked lotus stem galouti kebab served on ulta tawa parantha.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Veg Kurkuri,₹595,"Crisp deep fried wanton rolls with cheese, peppers, nuts, and olives.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Hara Matar Di Tikki,₹575,Pan seared green peas kebab with cream cheese stuffing.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Dahi Ke Kebab,₹595,Deep-fried mildly flavored hung curd kebab.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Paneer Cigar Roll,₹595,"Paneer roll layered with tangy tomato thokku, cooked in tandoor.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tandoori Subzian,₹655,"Tandoori broccoli, sakarkandi, pineapple, mushroom, shashlik & paneer tikka.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tandoori Gucchi,₹1395,"Wild Himalayan morels stuffed with cream cheese & nuts, roasted in tandoor.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Vegetarian Kebab Platter,₹1295,Assortment of Punjab Grill's signature kebabs.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Murgh Tikka Punjab Grill,₹695,"Spicy boneless chicken tikka in red chili marinade, cooked in tandoor.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Murgh Malai Tikka,₹695,"Boneless chicken tikka in cashew and cream marinade, cooked in tandoor.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Karachi Chargha,₹695,Karachi's famous street style chargrilled chicken,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Bhatti Da Murgh,₹695,Whole chicken legs marinated with spicy bhatti masala & cooked in tandoor.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Chicken Kebab Platter,₹725,"Boneless platter of the Punjab Grill’s signature classic, malai and bhatti tikka.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tandoori Murgh (Half | Full) 525 |,₹725,Tandoori chicken in classic red chili marinade with side of butter garlic broccoli.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Dhaga Burns Road Kebab,₹795,Soft succulent mutton kebab straight from Burns Road in Karachi.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Khaam Khatai (Mutton Galouti),₹795,Melt in mouth aromatic mutton galouti served on ulta tawa parantha.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Raunaqeen Seekhan (Mutton),₹845,Classic mutton seekh tossed in cream & cheese.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Gilafi Chicken Seekh,₹695,Chicken seekh kebab coated with bell peppers and onions.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Chaap Tajdar,₹1295,Overnight marinated spicy Indian lamb chops chargrilled to perfection.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Chaap Tajdar (New Zealand),₹1595,Chargrilled lamb chops in red chili marinade with green tea glazed orange.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Raan - E - Sikandari,₹1395,Slow cooked lamb leg in special spice blend and chargrilled in tandoor.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Mahi Tikka,₹895,River sole chunks with garlic and mustard marinade roasted in tandoor.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Ambarsari Machhi,₹945,Deep fried crispy river sole fillets with the zing of lemon.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tawa Surmai,₹945,Pan seared king fish steaks with spicy red chili and curry leaf marinade.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Tawa Tiger Prawns,₹1395,Pan seared lemon-garlic seasoned tiger prawns with moilee sauce & tomato jam.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Salmon Tikka,₹1395,"Norwegian salmon in dill, fennel, & honey marinade, rendered in tandoor.","UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
Punjab Grill,Kebabs,Non-Vegetarian Kebab Platter,₹1495,Platter of assorted signature kebabs of Punjab Grill.,"UB City, Bangalore",+91 9513720004,12:00 PM – 11:00 PM (Mon-Sun)
The-Rameshwaram-Cafe,Idli And Vada,Butter Idly,100,Large Thatte Idli Topped With Pure Butter. Served With 2 Types Of Chut,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Dahi Vada,115,Vada Soaked In Creamy Curd And Finished With Mild Spices,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Ghee Idly,100,Large Thatte Idli Topped With Ghee. Served With 2 Types Of Chutney And,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Ghee Pudi Idly,125,Large Thatte Idli Topped With Ghee And A Generous Serving Of Ghee. Ser,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Ghee Sambar Button Idly,115,12 Pieces Of Bite Size Idlis Served With 500 Ml Of Sambar,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Kanchipuram Idly (3 Pieces),115,No description,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Mini Vada Sambar Dip,100,2 Pcs Of Mini Vadas Served With 500 Ml Of Sambar,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Plain Idly,65,Large Thatte Idli. Served With 2 Types Of Chutney And Sambar,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Rasam Idli ( 2 Pcs),110,RAsam Idli ( 2 pcs),"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Uddin Vada,70,Crispy Vada Served With 2 Types Of Chutney And Sambar,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
The-Rameshwaram-Cafe,Idli And Vada,Idli - 2 Pcs,65,Idli - 2 pcs,"Ground Floor, No 2984, 12th Main Rd, Indiranagar, HAL 2nd Stage, Bangalore",918151999191,MONDAY: 06:30:00 to 01:00:00; TUESDAY: 06:30:00 to 01:00:00; WEDNESDAY: 06:30:00 to 01:00:00; THURSDAY: 06:30:00 to 01:00:00; FRIDAY: 06:30:00 to 01:00:00; SATURDAY: 06:30:00 to 01:00:00; SUNDAY: 06:30:00 to 01:00:00
